codelist_code,term_code,term_value,collected_value,term_preferred_term,term_synonyms
C74456,C12794,SUBCLAVIAN VEIN,SUBCLAVIAN VEIN,Subclavian Vein,
C74456,C33645,SUBCUTIS,SUBCUTIS,Subcutis,Subcutaneous Tissue
C74456,C189532,SUBDURAL SPACE,SUBDURAL SPACE,Subdural Space,
C74456,C12280,SUBGLOTTIS,SUBGLOTTIS,Subglottis,Subglottis
C74456,C102349,SUBLINGUAL REGION,SUBLINGUAL REGION,Sublingual Region,
C74456,C12233,SUBMANDIBULAR GLAND,SUBMANDIBULAR GLAND,Submandibular Salivary Gland,"Gland, Salivary, Mandibular; Submaxillary Gland"
C74456,C77650,SUBMANDIBULAR LYMPH NODE,SUBMANDIBULAR LYMPH NODE,Submandibular Lymph Node,"Lymph Node, Submandibular"
C74456,C209627,SUBMANDIBULAR REGION,SUBMANDIBULAR REGION,Submandibular Region,
C74456,C142322,SUBMENTAL LYMPH NODE,SUBMENTAL LYMPH NODE,Submental Lymph Node,Suprahyoid Lymph Nodes
C74456,C209628,SUBMENTAL REGION,SUBMENTAL REGION,Submental Region,
C74456,C214700,SUBRETINAL SPACE,SUBRETINAL SPACE,Subretinal Space,
C74456,C33651,SUBSCAPULARIS MUSCLE,SUBSCAPULARIS MUSCLE,Subscapularis Muscle,
C74456,C209629,SUBSCAPULARIS TENDON,SUBSCAPULARIS TENDON,Subscapularis Tendon,
C74456,C12453,SUBSTANTIA NIGRA,SUBSTANTIA NIGRA,Substantia Nigra,
C74456,C33653,SUBTALAR JOINT,SUBTALAR JOINT,Subtalar Joint,Talocalcaneal Joint
C74456,C33712,SUDORIFEROUS GLAND,SUDORIFEROUS GLAND,Sweat Gland,Sweat Gland
C74456,C33661,SUPERFICIAL FEMORAL ARTERY,SUPERFICIAL FEMORAL ARTERY,Superficial Femoral Artery,
C74456,C102716,SUPERFICIAL LYMPH NODE,SUPERFICIAL LYMPH NODE,Superficial Lymph Node,
C74456,C33666,SUPERFICIAL VEIN,SUPERFICIAL VEIN,Superficial Vein,
C74456,C33674,SUPERIOR FRONTAL GYRUS,SUPERIOR FRONTAL GYRUS,Superior Frontal Gyrus,
C74456,C132515,SUPERIOR MEDIASTINAL LYMPH NODE LEVEL VII,SUPERIOR MEDIASTINAL LYMPH NODE LEVEL VII,Superior Mediastinal Lymph Node Group (Level VII),
C74456,C132415,SUPERIOR PUBIC RAMUS,SUPERIOR PUBIC RAMUS,Superior Pubic Ramus,
C74456,C12515,SUPERIOR SAGITTAL SINUS,SUPERIOR SAGITTAL SINUS,Superior Sagittal Sinus,
C74456,C33698,SUPERIOR TEMPORAL GYRUS,SUPERIOR TEMPORAL GYRUS,Superior Temporal Gyrus,
C74456,C12816,SUPERIOR VENA CAVA,SUPERIOR VENA CAVA,Superior Vena Cava,Anterior Vena Cava; Cranial Vena Cava
C74456,C186141,SUPINATOR MUSCLE,SUPINATOR MUSCLE,Supinator Muscle,
C74456,C142323,SUPRACLAVICULAR FOSSA,SUPRACLAVICULAR FOSSA,Supraclavicular Fossa,
C74456,C12903,SUPRACLAVICULAR LYMPH NODE,SUPRACLAVICULAR LYMPH NODE,Supraclavicular Lymph Node,Supraclavicular Lymph Node
C74456,C12279,SUPRAGLOTTIS,SUPRAGLOTTIS,Supraglottis,
C74456,C33706,SUPRAMARGINAL GYRUS,SUPRAMARGINAL GYRUS,Supramarginal Gyrus,
C74456,C186142,SUPRAOCCIPITAL BONE,SUPRAOCCIPITAL BONE,Supraoccipital Bone,
C74456,C32755,SUPRAPUBIC REGION,SUPRAPUBIC REGION,Hypogastric Region,
C74456,C130168,SUPRARENAL AORTA,SUPRARENAL AORTA,Suprarenal Aorta,
C74456,C33709,SUPRASPINATUS MUSCLE,SUPRASPINATUS MUSCLE,Supraspinatus Muscle,
C74456,C209630,SUPRASPINATUS TENDON,SUPRASPINATUS TENDON,Supraspinatus Tendon,
C74456,C12512,SUPRATENTORIAL BRAIN,SUPRATENTORIAL BRAIN,Supratentorial Brain,
C74456,C77675,SURAL NERVE,SURAL NERVE,Sural Nerve,
C74456,C186143,SUTURE,SUTURE,Cranial Suture,
C74456,C12467,SYMPATHETIC GANGLIA,SYMPATHETIC GANGLIA,Sympathetic Ganglion,
C74456,C33718,SYNOVIAL FLUID,SYNOVIAL FLUID,Synovial Fluid,Synovia
C74456,C12473,SYNOVIUM,SYNOVIUM,Synovial Membrane,Synovial Membrane; Synovial Stratum
C74456,C225672,T1 DERMATOME,T1 DERMATOME,T1 Dermatome,T1 Nerve Root Dermatome
C74456,C33720,T1 VERTEBRA,T1 VERTEBRA,T1 Vertebra,T1 Vertebra
C74456,C225673,T10 DERMATOME,T10 DERMATOME,T10 Dermatome,T10 Nerve Root Dermatome
C74456,C33721,T10 VERTEBRA,T10 VERTEBRA,T10 Vertebra,T10 Vertebra
C74456,C225674,T11 DERMATOME,T11 DERMATOME,T11 Dermatome,T11 Nerve Root Dermatome
C74456,C33722,T11 VERTEBRA,T11 VERTEBRA,T11 Vertebra,T11 Vertebra
C74456,C225675,T12 DERMATOME,T12 DERMATOME,T12 Dermatome,T12 Nerve Root Dermatome
C74456,C33723,T12 VERTEBRA,T12 VERTEBRA,T12 Vertebra,T12 Vertebra
C74456,C225676,T2 DERMATOME,T2 DERMATOME,T2 Dermatome,T2 Nerve Root Dermatome
C74456,C33724,T2 VERTEBRA,T2 VERTEBRA,T2 Vertebra,T2 Vertebra
C74456,C225677,T3 DERMATOME,T3 DERMATOME,T3 Dermatome,T3 Nerve Root Dermatome
C74456,C33725,T3 VERTEBRA,T3 VERTEBRA,T3 Vertebra,T3 Vertebra
C74456,C225678,T4 DERMATOME,T4 DERMATOME,T4 Dermatome,T4 Nerve Root Dermatome
C74456,C33726,T4 VERTEBRA,T4 VERTEBRA,T4 Vertebra,T4 Vertebra
C74456,C225679,T5 DERMATOME,T5 DERMATOME,T5 Dermatome,T5 Nerve Root Dermatome
C74456,C33727,T5 VERTEBRA,T5 VERTEBRA,T5 Vertebra,T5 Vertebra
C74456,C225680,T6 DERMATOME,T6 DERMATOME,T6 Dermatome,T6 Nerve Root Dermatome
C74456,C33728,T6 VERTEBRA,T6 VERTEBRA,T6 Vertebra,T6 Vertebra
C74456,C225681,T7 DERMATOME,T7 DERMATOME,T7 Dermatome,T7 Nerve Root Dermatome
C74456,C33729,T7 VERTEBRA,T7 VERTEBRA,T7 Vertebra,T7 Vertebra
C74456,C225682,T8 DERMATOME,T8 DERMATOME,T8 Dermatome,T8 Nerve Root Dermatome
C74456,C33730,T8 VERTEBRA,T8 VERTEBRA,T8 Vertebra,T8 Vertebra
C74456,C225683,T9 DERMATOME,T9 DERMATOME,T9 Dermatome,T9 Nerve Root Dermatome
C74456,C33731,T9 VERTEBRA,T9 VERTEBRA,T9 Vertebra,T9 Vertebra
C74456,C77663,TAIL,TAIL,Tail,
C74456,C52799,TALUS,TALUS,Talus,Talus
C74456,C33735,TARSAL JOINT,TARSAL JOINT,Tarsal Joint,
C74456,C12796,TARSUS BONE,TARSUS BONE,Tarsal Bone,"Bone, Tarsal"
C74456,C12460,TECTUM MESENCEPHALI,TECTUM MESENCEPHALI,Tectum Mesencephali,
C74456,C142369,TEMPLE,TEMPLE,Temple,
C74456,C33741,TEMPORAL ARTERY,TEMPORAL ARTERY,Temporal Artery,
C74456,C12797,TEMPORAL BONE,TEMPORAL BONE,Temporal Bone,Temporal Bone
C74456,C177768,TEMPORAL CORTEX,TEMPORAL CORTEX,Temporal Lobe Cortex,
C74456,C12353,TEMPORAL LOBE,TEMPORAL LOBE,Temporal Lobe,
C74456,C32888,TEMPOROMANDIBULAR JOINT,TEMPOROMANDIBULAR JOINT,Jaw Joint,Jaw Joint; TMJ
C74456,C13045,TENDON,TENDON,Tendon,
C74456,C53072,TENSOR FASCIA LATA MUSCLE,TENSOR FASCIA LATA MUSCLE,Tensor Fasciae Lata,Tensor Fasciae Latae Muscle; TFL Muscle
C74456,C33749,TENTORIUM CEREBELLI,TENTORIUM CEREBELLI,Tentorium Cerebelli,
C74456,C209631,TERES MINOR TENDON,TERES MINOR TENDON,Teres Minor Tendon,
C74456,C12412,TESTIS,TESTIS,Testis,Testicle
C74456,C12459,THALAMUS,THALAMUS,Thalamus,
C74456,C33763,THIGH,THIGH,Thigh,Thigh
C74456,C102350,THIRD DIAGONAL BRANCH ARTERY,THIRD DIAGONAL BRANCH ARTERY,Third Diagonal Branch Artery,3RD DIAG; THIRD DIAGONAL BRANCH ARTERY SEGMENT
C74456,C102351,THIRD OBTUSE MARGINAL BRANCH ARTERY,THIRD OBTUSE MARGINAL BRANCH ARTERY,Third Obtuse Marginal Branch Artery,3RD OM; THIRD OBTUSE MARGINAL BRANCH ARTERY SEGMENT
C74456,C102352,THIRD POSTEROLATERAL DESCENDING ARTERY,THIRD POSTEROLATERAL DESCENDING ARTERY,Third Posterolateral Descending Artery,3RD LPL; THIRD POSTEROLATERAL DESCENDING ARTERY SEGMENT
C74456,C102353,THIRD RIGHT POSTEROLATERAL ARTERY,THIRD RIGHT POSTEROLATERAL ARTERY,Third Right Posterolateral Artery,3RD RPL; THIRD RIGHT POSTEROLATERAL ARTERY SEGMENT
C74456,C33766,THORACIC AORTA,THORACIC AORTA,Thoracic Aorta,
C74456,C142325,THORACIC ARTERY,THORACIC ARTERY,Thoracic Artery,
C74456,C12905,THORACIC CAVITY,THORACIC CAVITY,Thoracic Cavity,
C74456,C33769,THORACIC LYMPH NODE,THORACIC LYMPH NODE,Thoracic Lymph Node,
C74456,C225684,THORACIC SOFT TISSUE,THORACIC SOFT TISSUE,Thoracic Soft Tissue,
C74456,C69315,THORACIC SPINE,THORACIC SPINE,Thoracic Spine,
C74456,C12798,THORACIC VERTEBRA,THORACIC VERTEBRA,Thoracic Vertebra,Thoracic Vertebra
C74456,C12799,THORAX,THORAX,Thorax,Thorax
C74456,C54272,THROAT,THROAT,Throat,Throat
C74456,C12433,THYMUS GLAND,THYMUS GLAND,Thymus Gland,Thymus Gland
C74456,C32887,THYROID GLAND ISTHMUS,THYROID GLAND ISTHMUS,Thyroid Gland Isthmus,
C74456,C12400,THYROID GLAND,THYROID GLAND,Thyroid Gland,
C74456,C32973,"THYROID GLAND, LEFT LOBE","THYROID GLAND, LEFT LOBE",Left Thyroid Gland Lobe,Left Thyroid Gland Lobe
C74456,C33491,"THYROID GLAND, RIGHT LOBE","THYROID GLAND, RIGHT LOBE",Right Thyroid Gland Lobe,Right Thyroid Gland Lobe
C74456,C120675,TIBIA SHAFT,TIBIA SHAFT,Tibial Shaft,
C74456,C12800,TIBIA,TIBIA,Tibia,
C74456,C181455,TIBIAL GROWTH PLATE,TIBIAL GROWTH PLATE,Tibial Growth Plate,Tibial Epiphyseal Plate; Tibial Physis; Tibial Plateau Growth Plate
C74456,C52809,TIBIAL NERVE,TIBIAL NERVE,Tibial Nerve,
C74456,C116168,TIBIAL-CRURAL PERIPHERAL ARTERY,TIBIAL-CRURAL PERIPHERAL ARTERY,Tibialcrural Artery,
C74456,C117874,TIBIALIS ANTERIOR MUSCLE,TIBIALIS ANTERIOR MUSCLE,Tibialis Anterior Muscle,
C74456,C140526,TIBIALIS POSTERIOR MUSCLE,TIBIALIS POSTERIOR MUSCLE,Posterior Tibialis Muscle,
C74456,C116182,TIBIO-PERONEAL TRUNK,TIBIO-PERONEAL TRUNK,Tibioperoneal Arterial Trunk,
C74456,C156506,TIBIOTARSAL JOINT,TIBIOTARSAL JOINT,Tibiotarsal Joint,
C74456,C33788,TOE,TOE,Toe,Toe
C74456,C33790,TOENAIL,TOENAIL,Toenail,Toenail
C74456,C12422,TONGUE,TONGUE,Tongue,
C74456,C12802,TONSIL,TONSIL,Tonsil,
C74456,C66864,TOOTH CANAL,TOOTH CANAL,Tooth Canal,Tooth Canal
C74456,C12506,TOOTH,TOOTH,Tooth,
C74456,C12428,TRACHEA,TRACHEA,Trachea,Windpipe
C74456,C117875,TRACHEOBRONCHIAL TREE,TRACHEOBRONCHIAL TREE,Tracheobronchial Tree,
C74456,C102354,TRANSVERSE TARSAL JOINT,TRANSVERSE TARSAL JOINT,Transverse Tarsal Joint,Mid-Tarsal Joint
C74456,C12857,TRAPEZIAL BONE,TRAPEZIAL BONE,Trapezial Bone,Trapezium
C74456,C142326,TRAPEZIUM-TRAPEZOID JOINT,TRAPEZIUM-TRAPEZOID JOINT,Trapezium-Trapezoid Joint,
C74456,C33809,TRAPEZIUS MUSCLE,TRAPEZIUS MUSCLE,Trapezius Muscle,Trapezius Muscle
C74456,C12859,TRAPEZOID BONE,TRAPEZOID BONE,Trapezoid Bone,Trapezoid Bone
C74456,C142327,TRAPEZOID-CAPITATE JOINT,TRAPEZOID-CAPITATE JOINT,Trapezoid-Capitate Joint,
C74456,C12858,TRIANGULAR BONE,TRIANGULAR BONE,Triangular Bone,Triquetral Bone
C74456,C139200,TRIANGULAR-HAMATE JOINT,TRIANGULAR-HAMATE JOINT,Triangular-Hamate Joint,Triquetral-Hamate Joint; Triquetrum-Hamate Joint
C74456,C139203,TRIANGULAR-LUNATE JOINT,TRIANGULAR-LUNATE JOINT,Lunotriquetral Joint,Triquetral-Lunate Joint; Triquetrum-Lunate Joint
C74456,C90604,TRICEPS BRACHII MUSCLE,TRICEPS BRACHII MUSCLE,Triceps Brachii,
C74456,C130047,TRICUSPID VALVE ANNULUS,TRICUSPID VALVE ANNULUS,Tricuspid Valve Annulus,
C74456,C12805,TRICUSPID VALVE,TRICUSPID VALVE,Tricuspid Valve,Right Atrioventricular Valve; Tricuspid Valve
C74456,C32799,"TRICUSPID VALVE, ANTERIOR CUSP","TRICUSPID VALVE, ANTERIOR CUSP",Anterior Cusp of the Tricuspid Valve,
C74456,C130169,"TRICUSPID VALVE, POSTERIOR ANNULUS","TRICUSPID VALVE, POSTERIOR ANNULUS",Posterior Annulus of the Tricuspid Valve,
C74456,C33055,"TRICUSPID VALVE, POSTERIOR CUSP","TRICUSPID VALVE, POSTERIOR CUSP",Posterior Cusp of the Tricuspid Valve,
C74456,C33534,"TRICUSPID VALVE, SEPTAL CUSP","TRICUSPID VALVE, SEPTAL CUSP",Septal Cusp of the Tricuspid Valve,
C74456,C12806,TRIGEMINAL NERVE,TRIGEMINAL NERVE,Trigeminal Nerve,Fifth Cranial Nerve
C74456,C33814,TROCHANTER,TROCHANTER,Trochanter,Trochanter
C74456,C225685,TROCHANTERIC BURSA,TROCHANTERIC BURSA,Trochanteric Bursa,
C74456,C12808,TROCHLEAR NERVE,TROCHLEAR NERVE,Trochlear Nerve,Trochlear Nerve
C74456,C33816,TRUNK,TRUNK,Trunk,Torso
C74456,C33820,TUNICA INTIMA,TUNICA INTIMA,Tunica Intima,Tunica Intima
C74456,C12502,TYMPANIC MEMBRANE,TYMPANIC MEMBRANE,Tympanic Membrane,Tympanic Membrane
C74456,C120676,ULNA SHAFT,ULNA SHAFT,Ulnar Shaft,
C74456,C12809,ULNA,ULNA,Ulna,
C74456,C12839,ULNAR ARTERY,ULNAR ARTERY,Ulnar Artery,
C74456,C52807,ULNAR NERVE,ULNAR NERVE,Ulnar Nerve,
C74456,C33827,UMBILICAL ARTERY,UMBILICAL ARTERY,Umbilical Artery,
C74456,C34320,UMBILICAL CORD,UMBILICAL CORD,Umbilical Cord,
C74456,C33830,UMBILICAL VEIN,UMBILICAL VEIN,Umbilical Vein,
C74456,C77533,UMBILICUS,UMBILICUS,Umbilicus,Navel
C74456,C62432,UNCINATE PROCESS OF PANCREAS,UNCINATE PROCESS OF PANCREAS,Uncinate Process of Pancreas,Uncinate Process of Pancreas
C74456,C103447,UPPER CERVICAL LYMPH NODE,UPPER CERVICAL LYMPH NODE,Upper Cervical Lymph Node,
C74456,C225686,UPPER LIMB SOFT TISSUE,UPPER LIMB SOFT TISSUE,Upper Limb Soft Tissue,
C74456,C33839,UPPER RESPIRATORY SYSTEM,UPPER RESPIRATORY SYSTEM,Upper Respiratory System,
C74456,C142328,UPPER URINARY SYSTEM,UPPER URINARY SYSTEM,Upper Urinary System,Upper Urinary Tract
C74456,C12338,URACHAL TRACT,URACHAL TRACT,Urachus,
C74456,C12416,URETER,URETER,Ureter,
C74456,C12337,URETERIC ORIFICE,URETERIC ORIFICE,Ureteric Orifice,
C74456,C12417,URETHRA,URETHRA,Urethra,
C74456,C61125,"URETHRA, ANTERIOR","URETHRA, ANTERIOR",Anterior Portion of the Urethra,Anterior Portion of the Urethra
C74456,C61123,"URETHRA, PENILE","URETHRA, PENILE",Penile Portion of the Urethra,Penile Portion of the Urethra
C74456,C61126,"URETHRA, POSTERIOR","URETHRA, POSTERIOR",Posterior Portion of the Urethra,Posterior Portion of the Urethra
C74456,C13101,"URETHRA, PROSTATIC","URETHRA, PROSTATIC",Prostatic Urethra,Prostatic Urethra
C74456,C128573,URETHRAL SPHINCTER,URETHRAL SPHINCTER,Urethral Sphincter,
C74456,C12413,URINARY SYSTEM,URINARY SYSTEM,Urinary System,Urinary System
C74456,C142329,UTERINE ARTERY,UTERINE ARTERY,Uterine Artery,
C74456,C161570,UTERINE HORN,UTERINE HORN,Uterine Horn,
C74456,C61360,UTERINE LIGAMENT,UTERINE LIGAMENT,Uterine Ligament,
C74456,C41270,UTERINE WALL,UTERINE WALL,Wall of Body of Uterus,Uterus Wall
C74456,C12405,UTERUS,UTERUS,Uterus,Womb
C74456,C12811,UVEA,UVEA,Uvea,Uvea
C74456,C12407,VAGINA,VAGINA,Vagina,Vagina
C74456,C161377,VAGINAL WALL,VAGINAL WALL,Vaginal Wall,
C74456,C12812,VAGUS NERVE,VAGUS NERVE,Vagus Nerve,Tenth Cranial Nerve
C74456,C12813,VAS DEFERENS,VAS DEFERENS,Vas Deferens,Ductus Deferens
C74456,C117876,VASTUS INTERMEDIUS MUSCLE,VASTUS INTERMEDIUS MUSCLE,Vastus Intermedius Muscle,
C74456,C53073,VASTUS LATERALIS MUSCLE,VASTUS LATERALIS MUSCLE,Vastus Lateralis,
C74456,C117736,VASTUS MEDIALIS MUSCLE,VASTUS MEDIALIS MUSCLE,Vastus Medialis Muscle,
C74456,C12814,VEIN,VEIN,Vein,Vein
C74456,C12817,VENA CAVA,VENA CAVA,Vena Cava,
C74456,C12877,VENOUS SINUS,VENOUS SINUS,Venous Sinus,
C74456,C33868,VERTEBRA,VERTEBRA,Vertebral Bone,Vertebra; Vertebral Bone
C74456,C12819,VERTEBRAL ARTERY,VERTEBRAL ARTERY,Vertebral Artery,
C74456,C12998,VERTEBRAL COLUMN,VERTEBRAL COLUMN,Vertebral Column,Vertebral Column
C74456,C106202,VESICOURETERIC JUNCTION,VESICOURETERIC JUNCTION,Ureterovesical Junction,Ureterovesical Junction; UVJ; VUJ
C74456,C12996,VESTIBULOCOCHLEAR NERVE,VESTIBULOCOCHLEAR NERVE,Vestibulocochlear Nerve,Eighth Cranial Nerve
C74456,C12822,VOCAL CORD,VOCAL CORD,Vocal Cord,Vocal Cord
C74456,C33888,VOMER,VOMER,Vomer,Vomer
C74456,C12408,VULVA,VULVA,Vulva,
C74456,C94529,VULVOVAGINAL REGION,VULVOVAGINAL REGION,Vulvovaginal Region,
C74456,C64192,WAIST,WAIST,Waist,Waist
C74456,C73468,WALDEYER'S TONSILLAR RING,WALDEYER'S TONSILLAR RING,Waldeyer Ring,
C74456,C122161,WARDS TRIANGLE,WARDS TRIANGLE,Ward's Triangle,
C74456,C186144,WHISKERS,WHISKERS,Whiskers,Vibrissa; Vibrissae; Whisker
C74456,C166003,WRIST JOINT EXTENSOR MUSCLES,WRIST JOINT EXTENSOR MUSCLES,Wrist Joint Extensor Muscles,
C74456,C161386,WRIST JOINT EXTENSOR TENDONS,WRIST JOINT EXTENSOR TENDONS,Wrist Joint Extensor Tendons,
C74456,C166004,WRIST JOINT FLEXOR MUSCLES,WRIST JOINT FLEXOR MUSCLES,Wrist Joint Flexor Muscles,
C74456,C161385,WRIST JOINT FLEXOR TENDONS,WRIST JOINT FLEXOR TENDONS,Wrist Joint Flexor Tendons,
C74456,C33894,WRIST JOINT,WRIST JOINT,Wrist Joint,Radiocarpal Joint; Wrist
C74456,C33895,XIPHOID PROCESS,XIPHOID PROCESS,Xiphoid Process,Xiphoid Process
C74456,C187837,ZYGOMATIC BONE,ZYGOMATIC BONE,Zygomatic Bone,Cheekbone; Malar Bone; Zygomatic Buttress
C99073,C13332,BILATERAL,BILATERAL,Bilateral,
C99073,C25307,CONTRALATERAL,CONTRALATERAL,Contralateral,
C99073,C25308,IPSILATERAL,IPSILATERAL,Ipsilateral,
C99073,C25230,LATERAL,LATERAL,Lateral,
C99073,C25229,LEFT,LEFT,Left,
C99073,C25228,RIGHT,RIGHT,Right,
C99073,C28012,UNILATERAL,UNILATERAL,Unilateral,
C71148,C77532,DECUBITUS,DECUBITUS,Recumbent Position,Recumbent
C71148,C62173,FOWLERS,FOWLERS,Fowler's Position,Fowlers
C71148,C100758,LATERAL DECUBITUS,LATERAL DECUBITUS,Lateral Decubitus Position,Lateral Decubitus
C71148,C62172,LEFT LATERAL DECUBITUS,LEFT LATERAL DECUBITUS,Left Lateral Decubitus Position,Left lateral decubitus
C71148,C62165,PRONE,PRONE,Prone Position,Prone
C71148,C62169,REVERSE TRENDELENBURG,REVERSE TRENDELENBURG,Reverse Trendelenburg,Reverse Trendelenburg
C71148,C62171,RIGHT LATERAL DECUBITUS,RIGHT LATERAL DECUBITUS,Right Lateral Decubitus Position,Right lateral decubitus
C71148,C62174,SEMI-FOWLERS,SEMI-FOWLERS,Semi-Fowler's Position,Semi-Fowlers
C71148,C111310,SEMI-RECUMBENT,SEMI-RECUMBENT,Semi-Recumbent,Semi-Supine
C71148,C62122,SITTING,SITTING,Sitting,Sitting
C71148,C150885,"SITTING, LEGS DEPENDENT","SITTING, LEGS DEPENDENT",Sitting With Legs Dependent,Sitting With Legs Dangling
C71148,C92604,SLING,SLING,Patient in Body Sling,Sling
C71148,C62166,STANDING,STANDING,Standing,Orthostatic; Standing
C71148,C174357,"STANDING, BENT FORWARD","STANDING, BENT FORWARD","Standing, Bent Forward",
C71148,C62167,SUPINE,SUPINE,Supine Position,Supine
C71148,C62168,TRENDELENBURG,TRENDELENBURG,Trendelenburg,Trendelenburg
C71148,C90480,UNCONSTRAINED,UNCONSTRAINED,Unconstrained Body Movement,Unconstrained
C66770,C25613,%,%,Percentage,Percentage
C66770,C49673,beats/min,beats/min,Beats per Minute,Beats per Minute; BPM; bpm
C66770,C49674,breaths/min,breaths/min,Breaths per Minute,Breaths per Minute
C66770,C42559,C,C,Degree Celsius,Degree Celsius
C66770,C49668,cm,cm,Centimeter,Centimeter
C66770,C147129,cmHg,cmHg,Centimeters of Mercury,Centimeter of Mercury
C66770,C64697,dL,dL,Deciliter,Deciliter
C66770,C44277,F,F,Degree Fahrenheit,Degree Fahrenheit
C66770,C71253,ft,ft,International Foot,Foot
C66770,C48155,g,g,Gram,Gram
C66770,C42545,Hz,Hz,Hertz,Cycle per Second; cycle/sec; Hertz
C66770,C48500,in,in,Inch,Inch
C66770,C42537,K,K,Kelvin,Kelvin
C66770,C139135,kcal/day,kcal/day,Kilocalorie per Day,
C66770,C28252,kg,kg,Kilogram,Kilogram
C66770,C49671,kg/m2,kg/m2,Kilogram per Square Meter,Kilogram per Square Meter
C66770,C48505,L,L,Liter,Liter
C66770,C48531,LB,LB,Pound,lb; lb_av; Pound
C66770,C41139,m,m,Meter,Meter
C66770,C42569,m2,m2,Square Meter,Square Meter
C66770,C127805,MET,MET,Metabolic Equivalent of Task Unit,Metabolic Equivalent of Task
C66770,C28251,mm,mm,Millimeter,Millimeter
C66770,C49670,mmHg,mmHg,Millimeter of Mercury,Millimeter of Mercury
C66770,C41140,ms,ms,Millisecond,Millisecond; ms; msec
C66770,C48519,oz,oz,Ounce,Ounce
C66770,C42547,Pa,Pa,Pascal,Pascal
C66770,C44256,RATIO,RATIO,Ratio,
C66770,C42535,s,s,Second,sec; Second
C66770,C42549,Watt,Watt,Watt,
C66741,C87304,ABI,ABI,Ankle-Brachial Index,Ankle-Brachial Index
C66741,C103346,ABSKNF,ABSKNF,Abdominal Skinfold Thickness,Abdominal Skinfold Thickness
C66741,C181553,ARMSPAN,ARMSPAN,Arm Span,Arm Span; Armspan; Reach; Wingspan
C66741,C199996,BCM,BCM,Body Cell Mass Measurement,Body Cell Mass
C66741,C205752,BLAPCTL,BLAPCTL,Body Length-for-Age Percentile,Body Length-for-Age Percentile
C66741,C16358,BMI,BMI,Body Mass Index,Body Mass Index
C66741,C163567,BMIAPCTL,BMIAPCTL,BMI-for-Age Percentile,BMI-for-Age Percentile
C66741,C126083,BMR,BMR,Basal Metabolic Rate,Basal Metabolic Rate
C66741,C81298,BODLNGTH,BODLNGTH,Total Body Length,Body Length
C66741,C122232,BODYFATM,BODYFATM,Body Fat Measurement,Body Fat Measurement
C66741,C76325,BRTHWT,BRTHWT,Birth Weight,Birth Weight
C66741,C25157,BSA,BSA,Body Surface Area,Body Surface Area
C66741,C178060,CALFCIR,CALFCIR,Calf Circumference,Calf Circumference
C66741,C156606,CHESTCIR,CHESTCIR,Chest Circumference,Chest Circumference
C66741,C168125,CPLRFLT,CPLRFLT,Capillary Refill Test,Capillary Refill Time
C66741,C170639,CRWNHEEL,CRWNHEEL,Crown to Heel Length,Crown-to-Heel Length
C66741,C172610,DBPAPCTL,DBPAPCTL,Diastolic Blood Pressure-for-Age Percentile,Diastolic Blood Pressure-for-Age Percentile; Diastolic BP-for-Age Percentile
C66741,C172609,DBPHPCTL,DBPHPCTL,Diastolic Blood Pressure-for-Height Percentile,Diastolic Blood Pressure-for-Height Percentile; Diastolic BP-for-Height Percentile
C66741,C25299,DIABP,DIABP,Diastolic Blood Pressure,Diastolic Blood Pressure
C66741,C191364,ECW,ECW,Extracellular Water Measurement,Extracellular Body Water; Extracellular Water
C66741,C191363,ECWTBW,ECWTBW,Extracellular Water to Total Body Water Ratio Measurement,ECW/TBW; Extracellular Water/Total Body Water
C66741,C147491,ENRGEXP,ENRGEXP,Energy Expenditure,Energy Expenditure
C66741,C132482,EWEIGHT,EWEIGHT,Estimated Body Weight,Estimated Body Weight; Estimated Weight
C66741,C100946,FARMCIR,FARMCIR,Forearm Circumference,Forearm Circumference
C66741,C38082,FIO2,FIO2,Fraction of Inspired Oxygen,Fraction of Inspired Oxygen
C66741,C49680,FRMSIZE,FRMSIZE,Body Frame Size,Body Frame Size
C66741,C174372,FTEWT,FTEWT,Fetal Estimated Weight,Fetal Estimated Weight
C66741,C158297,FTHDCIRC,FTHDCIRC,Fetal Head Circumference,Fetal Head Circumference
C66741,C92716,FTHR,FTHR,Fetal Heart Rate,Fetal Heart Rate; Fetal HR
C66741,C174375,FTMANDL,FTMANDL,Fetal Mandibular Length,Fetal Mandibular Length
C66741,C174373,FTSAD,FTSAD,Fetal Sagittal Abdominal Diameter,Fetal SAD; Fetal Sagittal Abdominal Diameter
C66741,C214762,FTSZGAC,FTSZGAC,Fetal Size-for-Gestational Age Category,Fetal Size-for-Gestational Age Category
C66741,C174374,FTWTGAPL,FTWTGAPL,Fetal Weight-for-Gestational Age Percentile,Fetal Weight-for-Gest Age Percentile; Fetal Weight-for-Gestational Age Percentile
C66741,C205753,HCRAPCTL,HCRAPCTL,Head Circumference-for-Age Percentile,Head Circumference-for-Age Percentile; Head Occipital-Frontal Circumference-for-Age Percentile
C66741,C81255,HDCIRC,HDCIRC,Head Circumference,Head Circumference
C66741,C25347,HEIGHT,HEIGHT,Height,Height
C66741,C100947,HIPCIR,HIPCIR,Hip Circumference,Hip Circumference
C66741,C49677,HR,HR,Heart Rate,Heart Rate
